date,tickets
1708-10-09,1228
1708-10-10,672
1708-10-11,1078
1708-10-12,412
1708-10-13,1048
1708-10-14,1582
1708-10-15,658
1708-10-16,306
1708-10-17,622
1708-10-18,676
1708-10-19,304
1708-10-20,532
1708-10-21,951
1708-10-22,770
1708-10-23,582
1708-10-24,1176
1708-10-25,794
1708-10-26,568
1708-10-27,502
1708-10-28,1386
1708-10-29,800
1708-10-30,1268
1708-10-31,1278
1708-11-02,1160
1708-11-03,831
1708-11-04,1820
1708-11-05,1156
1708-11-06,406
1708-11-07,1442
1708-11-08,640
1708-11-09,1112
1708-11-10,858
1708-11-11,1772
1708-11-12,692
1708-11-13,1300
1708-11-14,814
1708-11-15,1426
1708-11-17,1250
1708-11-18,1470
1708-11-19,1192
1708-11-20,686
1708-11-21,1168
1708-11-22,974
1708-11-23,978
1708-11-24,1306
1708-11-25,2142
1708-11-26,1040
1708-11-27,708
1708-11-28,860
1708-11-29,794
1708-11-30,1660
1708-12-01,1270
1708-12-02,1436
1708-12-03,1722
1708-12-04,636
1708-12-05,684
1708-12-06,1018
1708-12-07,858
1708-12-09,916
1708-12-10,704
1708-12-11,472
1708-12-13,626
1708-12-14,824
1708-12-15,978
1708-12-16,1841
1708-12-17,860
1708-12-18,617
1708-12-19,906
1708-12-20,544
1708-12-21,2400
1708-12-22,754
1708-12-23,2216
1708-12-26,2554
1708-12-27,622
1708-12-28,2132
1708-12-29,474
1708-12-30,1822
1708-12-31,534
1709-01-01,1372
1709-01-02,904
1709-01-03,1446
1709-01-04,338
1709-01-05,944
1709-01-06,1282
1709-01-07,830
1709-01-08,250
1709-01-09,516
1709-01-10,292
1709-01-12,300
1709-01-13,642
1709-01-23,562
1709-01-24,454
1709-01-25,256
1709-01-27,613
1709-01-28,1020
1709-01-29,364
1709-01-30,1248
1709-01-31,304
1709-02-01,520
1709-02-03,2100
1709-02-04,514
1709-02-05,254
1709-02-06,502
1709-02-07,640
1709-02-08,227
1709-02-09,886
1709-02-10,2244
1709-02-11,2092
1709-02-12,651
1709-02-13,530
1709-02-14,1187
1709-02-15,690
1709-02-16,530
1709-02-17,1093
1709-02-18,601
1709-02-19,666
1709-02-20,554
1709-02-21,535
1709-02-22,914
1709-02-23,169
1709-02-24,559
1709-02-25,378
1709-02-26,166
1709-02-27,407
1709-02-28,358
1709-03-01,456
1709-03-02,460
1709-03-03,2050
1709-03-04,598
1709-03-05,784
1709-03-06,216
1709-03-08,840
1709-03-09,282
1709-03-10,1742
1709-03-11,338
1709-03-12,670
1709-03-13,574
1709-03-14,1150
1709-03-15,384
1709-03-16,2402
1709-04-03,498
1709-04-04,1468
1709-04-10,600
1709-04-11,404
1709-04-12,276
1709-04-13,264
1709-04-14,1400
1709-04-15,149
1709-04-16,306
1709-04-17,366
1709-04-18,232
1709-04-19,356
1709-04-20,392
1709-04-21,572
1709-04-22,260
1709-04-23,202
1709-04-24,644
1709-04-25,668
1709-04-26,528
1709-04-27,804
1709-04-28,1622
1709-04-29,600
1709-04-30,474
1709-05-01,1008
1709-05-02,1090
1709-05-03,316
1709-05-04,572
1709-05-05,1448
1709-05-06,464
1709-05-07,254
1709-05-08,626
1709-05-10,284
1709-05-11,806
1709-05-12,938
1709-05-13,330
1709-05-17,476
1709-05-18,432
1709-05-20,1222
1709-05-21,550
1709-05-22,672
1709-05-23,1062
1709-05-24,284
1709-05-25,970
1709-05-26,344
1709-05-27,238
1709-05-28,220
1709-05-29,522
1709-05-31,328
1709-06-01,506
1709-06-02,706
1709-06-03,548
1709-06-04,212
1709-06-05,232
1709-06-06,576
1709-06-07,944
1709-06-08,460
1709-06-09,1286
1709-06-10,358
1709-06-11,636
1709-06-13,390
1709-06-15,196
1709-06-16,974
1709-06-17,170
1709-06-18,170
1709-06-19,156
1709-06-20,320
1709-06-21,268
1709-06-22,802
1709-06-23,536
1709-06-24,400
1709-06-25,92
1709-06-26,724
1709-06-27,456
1709-06-28,282
1709-06-29,998
1709-06-30,590
1709-07-01,110
1709-07-02,274
1709-07-03,93
1709-07-04,48
1709-07-05,84
1709-07-06,342
1709-07-07,642
1709-07-08,374
1709-07-09,56
1709-07-10,416
1709-07-11,187
1709-07-12,466
1709-07-13,512
1709-07-14,554
1709-07-15,358
1709-07-16,280
1709-07-17,362
1709-07-18,318
1709-07-19,894
1709-07-20,226
1709-07-21,376
1709-07-22,344
1709-07-23,94
1709-07-24,150
1709-07-25,540
1709-07-26,594
1709-07-27,164
1709-07-28,548
1709-07-29,186
1709-07-30,334
1709-07-31,204
1709-08-01,258
1709-08-02,170
1709-08-04,274
1709-08-05,196
1709-08-06,53
1709-08-07,384
1709-08-08,702
1709-08-09,31
1709-08-10,404
1709-08-11,129
1709-08-12,158
1709-08-13,104
1709-08-14,134
1709-08-17,230
1709-08-18,522
1709-08-19,23
1709-08-20,142
1709-08-21,218
1709-08-22,212
1709-08-24,424
1709-08-25,218
1709-08-26,200
1709-08-28,400
1709-08-29,224
1709-08-30,240
1709-08-31,392
1709-09-01,406
1709-09-02,226
1709-09-03,122
1709-09-04,362
1709-09-05,338
1709-09-06,178
1709-09-07,402
1709-09-09,270
1709-09-10,188
1709-09-11,184
1709-09-12,930
1709-09-13,104
1709-09-14,460
1709-09-15,436
1709-09-16,420
1709-09-17,176
1709-09-18,432
1709-09-19,400
1709-09-20,1320
1709-09-21,824
1709-09-22,1920
1709-09-23,124
1709-09-24,720
1709-09-25,242
1709-09-26,1170
1709-09-27,130
1709-09-28,856
1709-09-29,1218
1709-09-30,924
1709-10-01,356
1709-10-02,1018
1709-10-03,342
1709-10-04,742
1709-10-05,630
1709-10-06,1642
1709-10-07,378
1709-10-08,552
1709-10-09,1300
1709-10-10,502
1709-10-11,132
1709-10-12,586
1709-10-13,1744
1709-10-14,314
1709-10-15,180
1709-10-16,604
1709-10-17,410
1709-10-18,472
1709-10-19,656
1709-10-20,1222
1709-10-21,344
1709-10-22,1038
1709-10-23,304
1709-10-25,144
1709-10-26,218
1709-10-27,2046
1709-10-28,417
1709-10-29,508
1709-10-30,149
1709-10-31,568
1709-11-02,1542
1709-11-03,1460
1709-11-04,462
1709-11-07,594
1709-11-08,698
1709-11-09,1346
1709-11-10,437
1709-11-12,276
1709-11-13,278
1709-11-14,664
1709-11-15,356
1709-11-16,430
1709-11-17,1302
1709-11-18,984
1709-11-19,1792
1709-11-20,444
1709-11-21,818
1709-11-22,320
1709-11-24,1126
1709-11-25,404
1709-11-27,370
1709-11-28,1034
1709-11-29,137
1709-11-30,1130
1709-12-01,780
1709-12-02,396
1709-12-03,467
1709-12-04,738
1709-12-05,352
1709-12-06,510
1709-12-07,379
1709-12-08,726
1709-12-10,512
1709-12-11,698
1709-12-12,632
1709-12-13,890
1709-12-14,680
1709-12-15,1164
1709-12-16,408
1709-12-17,842
1709-12-18,992
1709-12-19,825
1709-12-20,258
1709-12-21,1121
1709-12-22,1024
1709-12-23,738
1709-12-26,822
1709-12-27,1226
1709-12-28,778
1709-12-29,1286
1709-12-30,444
1709-12-31,382
1710-01-01,502
1710-01-02,258
1710-01-03,3162
1710-01-05,788
1710-01-06,685
1710-01-07,486
1710-01-08,556
1710-01-09,384
1710-01-10,196
1710-01-11,928
1710-01-12,1322
1710-01-13,470
1710-01-14,366
1710-01-15,540
1710-01-16,800
1710-01-17,1236
1710-01-18,716
1710-01-20,2004
1710-01-21,510
1710-01-22,1930
1710-01-23,450
1710-01-24,364
1710-01-25,786
1710-01-26,1300
1710-01-27,484
1710-01-29,732
1710-01-30,468
1710-01-31,320
1710-02-01,562
1710-02-02,298
1710-02-04,198
1710-02-05,180
1710-02-06,316
1710-02-07,84
1710-02-08,334
1710-02-10,58
1710-02-12,12
1710-02-15,218
1710-02-16,1872
1710-02-17,516
1710-02-18,812
1710-02-19,690
1710-02-20,384
1710-02-21,740
1710-02-22,534
1710-02-23,1634
1710-02-24,1958
1710-02-25,530
1710-02-26,786
1710-02-27,802
1710-02-28,418
1710-03-01,1028
1710-03-02,827
1710-03-03,1582
1710-03-04,1186
1710-03-05,1424
1710-03-06,468
1710-03-07,1060
1710-03-08,312
1710-03-09,1640
1710-03-10,208
1710-03-11,452
1710-03-12,496
1710-03-13,214
1710-03-14,288
1710-03-15,96
1710-03-16,1568
1710-03-17,344
1710-03-18,118
1710-03-19,450
1710-03-20,232
1710-03-21,676
1710-03-22,438
1710-03-23,572
1710-03-24,292
1710-03-26,137
1710-03-27,308
1710-03-28,1060
1710-03-29,712
1710-03-30,1622
1710-03-31,646
1710-04-01,738
1710-04-02,796
1710-04-04,736
1710-04-05,9032
1710-04-28,1596
1710-04-29,370
1710-04-30,482
1710-05-01,1896
1710-05-02,222
1710-05-03,424
1710-05-04,1240
1710-05-05,610
1710-05-06,408
1710-05-07,588
1710-05-08,360
1710-05-09,510
1710-05-10,402
1710-05-11,390
1710-05-12,172
1710-05-13,328
1710-05-14,296
1710-05-15,218
1710-05-16,124
1710-05-17,400
1710-05-18,948
1710-05-19,798
1710-05-20,128
1710-05-21,172
1710-05-22,368
1710-05-23,126
1710-05-24,674
1710-05-25,572
1710-05-26,406
1710-05-27,164
1710-05-28,196
1710-05-30,258
1710-05-31,208
1710-06-01,642
1710-06-02,290
1710-06-03,69
1710-06-04,258
1710-06-05,96
1710-06-06,266
1710-06-07,84
1710-06-09,640
1710-06-10,159
1710-06-11,133
1710-06-12,374
1710-06-13,60
1710-06-14,1208
1710-06-15,316
1710-06-16,608
1710-06-17,48
1710-06-18,650
1710-06-20,326
1710-06-21,96
1710-06-22,560
1710-06-23,90
1710-06-24,562
1710-06-25,116
1710-06-26,952
1710-06-27,264
1710-06-28,552
1710-06-29,273
1710-06-30,510
1710-07-01,96
1710-07-02,386
1710-07-03,166
1710-07-04,652
1710-07-05,68
1710-07-06,924
1710-07-07,126
1710-07-08,636
1710-07-09,96
1710-07-10,772
1710-07-11,145
1710-07-12,786
1710-07-13,325
1710-07-14,722
1710-07-15,90
1710-07-16,830
1710-07-17,96
1710-07-19,276
1710-07-20,726
1710-07-21,99
1710-07-22,68
1710-07-23,72
1710-07-24,852
1710-07-25,796
1710-07-26,528
1710-07-27,290
1710-07-28,462
1710-07-29,48
1710-07-30,428
1710-07-31,72
1710-08-02,246
1710-08-03,258
1710-08-04,95
1710-08-05,890
1710-08-06,132
1710-08-07,979
1710-08-08,248
1710-08-09,829
1710-08-10,653
1710-08-11,626
1710-08-12,45
1710-08-13,709
1710-08-14,50
1710-08-17,1118
1710-08-18,687
1710-08-19,60
1710-08-20,379
1710-08-21,262
1710-08-22,240
1710-08-23,308
1710-08-24,361
1710-08-25,2744
1710-08-26,134
1710-08-27,344
1710-08-28,180
1710-08-29,234
1710-08-30,225
1710-08-31,165
1710-09-01,172
1710-09-02,1098
1710-09-03,87
1710-09-04,354
1710-09-05,79
1710-09-06,338
1710-09-07,157
1710-09-09,60
1710-09-10,97
1710-09-11,216
1710-09-12,73
1710-09-13,448
1710-09-14,250
1710-09-15,356
1710-09-16,122
1710-09-17,676
1710-09-18,139
1710-09-19,1888
1710-09-20,148
1710-09-21,1316
1710-09-22,470
1710-09-23,348
1710-09-24,252
1710-09-25,350
1710-09-26,2638
1710-09-27,264
1710-09-29,1404
1710-09-30,764
1710-10-01,296
1710-10-02,1128
1710-10-04,742
1710-10-05,434
1710-10-06,516
1710-10-07,338
1710-10-08,826
1710-10-09,1716
1710-10-10,576
1710-10-11,1520
1710-10-12,2006
1710-10-13,247
1710-10-14,956
1710-10-15,243
1710-10-17,610
1710-10-18,742
1710-10-19,1260
1710-10-20,474
1710-10-21,776
1710-10-22,572
1710-10-23,1212
1710-10-24,392
1710-10-25,986
1710-10-26,797
1710-10-27,826
1710-10-28,1186
1710-10-29,634
1710-10-30,660
1710-10-31,296
1710-11-02,1262
1710-11-03,2346
1710-11-04,280
1710-11-05,518
1710-11-06,846
1710-11-07,678
1710-11-08,752
1710-11-09,1778
1710-11-10,346
1710-11-11,1998
1710-11-12,320
1710-11-13,634
1710-11-14,178
1710-11-15,600
1710-11-16,1814
1710-11-17,887
1710-11-18,384
1710-11-19,885
1710-11-20,280
1710-11-21,691
1710-11-22,592
1710-11-23,1133
1710-11-24,550
1710-11-25,162
1710-11-26,853
1710-11-27,374
1710-11-28,585
1710-11-29,556
1710-11-30,786
1710-12-01,384
1710-12-02,1100
1710-12-03,664
1710-12-04,425
1710-12-05,468
1710-12-06,1098
1710-12-07,744
1710-12-09,666
1710-12-10,462
1710-12-11,219
1710-12-12,333
1710-12-13,232
1710-12-14,771
1710-12-15,900
1710-12-16,508
1710-12-17,844
1710-12-18,339
1710-12-20,742
1710-12-21,764
1710-12-22,528
1710-12-23,433
1710-12-26,622
1710-12-27,962
1710-12-28,513
1710-12-29,642
1710-12-30,660
1710-12-31,626
1711-01-01,1030
1711-01-02,766
1711-01-04,1756
1711-01-05,436
1711-01-06,2066
1711-01-07,796
1711-01-08,364
1711-01-10,385
1711-01-11,1868
1711-01-12,383
1711-01-13,1980
1711-01-14,275
1711-01-15,1180
1711-01-16,676
1711-01-17,896
1711-01-18,839
1711-01-19,452
1711-01-20,1972
1711-01-21,588
1711-01-22,452
1711-01-23,991
1711-01-24,422
1711-01-25,1111
1711-01-26,612
1711-01-28,1071
1711-01-30,400
1711-01-31,814
1711-02-01,1474
1711-02-03,521
1711-02-04,490
1711-02-05,278
1711-02-06,250
1711-02-07,975
1711-02-08,2364
1711-02-09,345
1711-02-10,302
1711-02-11,581
1711-02-12,642
1711-02-13,1486
1711-02-14,690
1711-02-15,2150
1711-02-16,1288
1711-02-17,1062
1711-02-18,226
1711-02-19,1464
1711-02-21,122
1711-02-22,2134
1711-02-23,192
1711-02-24,2194
1711-02-25,158
1711-02-26,626
1711-02-27,1228
1711-02-28,1112
1711-03-01,1800
1711-03-02,344
1711-03-03,1144
1711-03-04,506
1711-03-05,392
1711-03-06,1162
1711-03-08,1334
1711-03-09,880
1711-03-10,200
1711-03-11,1246
1711-03-12,97
1711-03-13,966
1711-03-14,606
1711-03-15,1714
1711-03-16,137
1711-03-17,372
1711-03-18,1644
1711-03-19,806
1711-03-20,424
1711-03-21,2332
1711-04-13,1240
1711-04-14,320
1711-05-13,1006
1711-05-15,984
1711-05-16,688
1711-05-17,836
1711-05-18,698
1711-05-20,418
1711-05-21,890
1711-05-22,216
1711-05-23,432
1711-05-25,4563
1711-05-26,438
1711-05-28,1264
1711-05-29,336
1711-05-30,300
1711-05-31,480
1711-06-02,54
1711-06-03,786
1711-06-05,135
1711-06-06,93
1711-06-07,682
1711-06-08,101
1711-06-09,212
1711-06-10,75
1711-06-11,602
1711-06-12,103
1711-06-13,344
1711-06-14,123
1711-06-15,224
1711-06-16,36
1711-06-17,148
1711-06-19,68
1711-06-20,184
1711-06-21,546
1711-06-22,122
1711-06-23,30
1711-06-24,520
1711-06-25,79
1711-06-26,340
1711-06-27,57
1711-06-28,674
1711-06-29,1682
1711-06-30,101
1711-07-01,648
1711-07-02,169
1711-07-04,157
1711-07-05,239
1711-07-06,342
1711-07-07,58
1711-07-10,326
1711-07-11,352
1711-07-12,956
1711-07-13,111
1711-07-14,136
1711-07-15,906
1711-07-16,440
1711-07-17,152
1711-07-18,411
1711-07-19,1376
1711-07-20,570
1711-07-21,282
1711-07-22,494
1711-07-23,502
1711-07-24,360
1711-07-25,506
1711-07-26,396
1711-07-27,30
1711-07-28,61
1711-07-29,428
1711-07-30,147
1711-07-31,262
1711-08-01,797
1711-08-02,559
1711-08-03,272
1711-08-04,526
1711-08-05,526
1711-08-06,292
1711-08-07,342
1711-08-08,496
1711-08-09,780
1711-08-10,1674
1711-08-11,216
1711-08-12,452
1711-08-13,778
1711-08-14,256
1711-08-16,1218
1711-08-17,438
1711-08-18,272
1711-08-19,280
1711-08-20,1000
1711-08-21,130
1711-08-22,690
1711-08-23,500
1711-08-24,602
1711-08-25,330
1711-08-26,342
1711-08-27,220
1711-08-28,232
1711-08-29,206
1711-08-30,856
1711-08-31,282
1711-09-01,380
1711-09-02,472
1711-09-03,524
1711-09-04,208
1711-09-05,802
1711-09-07,180
1711-09-09,498
1711-09-10,566
1711-09-11,158
1711-09-12,562
1711-09-13,1024
1711-09-14,228
1711-09-15,196
1711-09-16,452
1711-09-17,504
1711-09-18,246
1711-09-19,704
1711-09-20,810
1711-09-21,519
1711-09-22,254
1711-09-23,514
1711-09-25,482
1711-09-26,728
1711-09-27,396
1711-09-28,634
1711-09-29,294
1711-09-30,716
1711-10-01,267
1711-10-02,386
1711-10-03,229
1711-10-04,860
1711-10-05,176
1711-10-06,1014
1711-10-07,634
1711-10-08,1030
1711-10-09,762
1711-10-10,908
1711-10-11,1326
1711-10-12,678
1711-10-13,450
1711-10-14,866
1711-10-15,958
1711-10-16,752
1711-10-17,1000
1711-10-18,1828
1711-10-19,348
1711-10-20,648
1711-10-21,704
1711-10-22,1132
1711-10-23,548
1711-10-24,792
1711-10-25,2138
1711-10-26,744
1711-10-27,1317
1711-10-28,1972
1711-10-29,1209
1711-10-30,428
1711-10-31,411
1711-11-02,2568
1711-11-03,485
1711-11-04,746
1711-11-05,574
1711-11-06,700
1711-11-07,434
1711-11-08,1374
1711-11-09,322
1711-11-10,468
1711-11-11,2252
1711-11-12,356
1711-11-13,800
1711-11-14,862
1711-11-15,1406
1711-11-16,1700
1711-11-17,448
1711-11-18,1284
1711-11-19,678
1711-11-20,522
1711-11-21,825
1711-11-22,2002
1711-11-23,924
1711-11-24,398
1711-11-25,5730
1711-11-26,544
1711-11-27,822
1711-11-28,982
1711-11-29,1500
1711-11-30,1098
1711-12-01,518
1711-12-02,1438
1711-12-03,924
1711-12-04,622
1711-12-05,1088
1711-12-06,2488
1711-12-07,796
1711-12-09,984
1711-12-11,416
1711-12-12,1922
1711-12-13,812
1711-12-14,1514
1711-12-15,510
1711-12-16,1754
1711-12-18,486
1711-12-19,1172
1711-12-20,1434
1711-12-21,728
1711-12-22,366
1711-12-23,1938
1711-12-26,2360
1711-12-27,1734
1711-12-28,2298
1711-12-29,2446
1711-12-30,1064
1711-12-31,1254
1712-01-01,1334
1712-01-02,1052
1712-01-03,1116
1712-01-04,794
1712-01-05,528
1712-01-06,1223
1712-01-07,654
1712-01-08,484
1712-01-09,876
1712-01-10,865
1712-01-11,512
1712-01-12,292
1712-01-13,1404
1712-01-14,540
1712-01-16,940
1712-01-17,713
1712-01-18,978
1712-01-19,558
1712-01-20,834
1712-01-21,690
1712-01-22,452
1712-01-23,1510
1712-01-24,1658
1712-01-25,784
1712-01-26,676
1712-01-27,1342
1712-01-28,1172
1712-01-29,392
1712-01-30,1418
1712-01-31,1750
1712-02-01,1107
1712-02-03,891
1712-02-04,790
1712-02-05,731
1712-02-06,2016
1712-02-07,850
1712-02-09,576
1712-02-10,242
1712-02-11,395
1712-02-12,128
1712-04-05,1622
1712-04-06,786
1712-04-09,725
1712-04-10,1182
1712-04-11,733
1712-04-12,736
1712-04-13,705
1712-04-14,1656
1712-04-15,1090
1712-04-16,1562
1712-04-17,1558
1712-04-19,1132
1712-04-20,1472
1712-04-21,1282
1712-04-22,1202
1712-04-23,1072
1712-04-24,636
1712-04-25,814
1712-04-26,406
1712-04-27,992
1712-04-28,1854
1712-04-29,546
1712-04-30,544
1712-05-01,738
1712-05-02,240
1712-05-03,340
1712-05-04,1692
1712-05-06,2058
1712-05-07,1222
1712-05-08,1568
1712-05-09,422
1712-05-11,1510
1712-05-12,412
1712-05-13,240
1712-05-14,426
1712-05-16,433
1712-05-17,1088
1712-05-18,302
1712-05-19,1310
1712-05-20,176
1712-05-21,866
1712-05-22,490
1712-05-23,1248
1712-05-24,172
1712-05-25,264
1712-05-27,492
1712-05-28,532
1712-05-29,197
1712-05-30,1682
1712-05-31,120
1712-06-01,994
1712-06-02,642
1712-06-03,824
1712-06-04,356
1712-06-05,1160
1712-06-06,288
1712-06-07,75
1712-06-08,1030
1712-06-09,134
1712-06-10,994
1712-06-11,3888
1712-06-12,944
1712-06-13,572
1712-06-14,34
1712-06-15,1486
1712-06-16,99
1712-06-17,752
1712-06-18,172
1712-06-19,1072
1712-06-20,142
1712-06-21,354
1712-06-22,2216
1712-06-23,12
1712-06-24,1620
1712-06-25,266
1712-06-28,76
1712-06-29,844
1712-06-30,702
1712-07-01,62
1712-07-02,618
1712-07-03,1674
1712-07-04,244
1712-07-05,618
1712-07-06,139
1712-07-07,424
1712-07-08,49
1712-07-10,1146
1712-07-11,1564
1712-07-12,112
1712-07-13,1444
1712-07-14,221
1712-07-15,932
1712-07-16,201
1712-07-17,1524
1712-07-18,286
1712-07-19,344
1712-07-20,97
1712-07-21,662
1712-07-22,118
1712-07-23,536
1712-07-24,1068
1712-07-25,880
1712-07-26,26
1712-07-27,182
1712-07-28,317
1712-07-29,616
1712-07-30,348
1712-08-01,544
1712-08-02,370
1712-08-03,324
1712-08-04,386
1712-08-05,306
1712-08-06,1324
1712-08-07,1202
1712-08-08,61
1712-08-09,85
1712-08-10,870
1712-08-11,62
1712-08-12,222
1712-08-13,62
1712-08-14,464
1712-08-17,137
1712-08-18,326
1712-08-19,51
1712-08-20,596
1712-08-21,392
1712-08-22,136
1712-08-23,68
1712-08-24,484
1712-08-25,514
1712-08-26,106
1712-08-27,2018
1712-08-28,538
1712-08-29,134
1712-08-30,57
1712-08-31,101
1712-09-01,123
1712-09-02,45
1712-09-03,102
1712-09-04,818
1712-09-05,1480
1712-09-06,56
1712-09-07,866
1712-09-10,338
1712-09-13,430
1712-09-14,234
1712-09-15,630
1712-09-16,348
1712-09-17,1280
1712-09-18,1026
1712-09-19,690
1712-09-20,214
1712-09-21,1542
1712-09-22,474
1712-09-23,416
1712-09-24,588
1712-09-25,1410
1712-09-26,566
1712-09-27,318
1712-09-28,404
1712-09-29,1398
1712-09-30,152
1712-10-01,1316
1712-10-02,1376
1712-10-03,726
1712-10-04,348
1712-10-06,612
1712-10-07,1498
1712-10-08,576
1712-10-09,810
1712-10-10,776
1712-10-11,1088
1712-10-12,1156
1712-10-13,1148
1712-10-14,958
1712-10-15,1078
1712-10-16,2024
1712-10-17,490
1712-10-18,1662
1712-10-19,1062
1712-10-20,1606
1712-10-21,762
1712-10-22,1342
1712-10-23,1378
1712-10-24,1096
1712-10-25,340
1712-10-26,1274
1712-10-27,864
1712-10-28,1732
1712-10-29,518
1712-10-30,1470
1712-10-31,386
1712-11-02,1606
1712-11-03,902
1712-11-04,696
1712-11-05,387
1712-11-06,1512
1712-11-07,290
1712-11-08,610
1712-11-09,768
1712-11-10,936
1712-11-11,1372
1712-11-12,1168
1712-11-13,1256
1712-11-14,796
1712-11-15,1098
1712-11-16,584
1712-11-17,762
1712-11-18,1236
1712-11-19,698
1712-11-20,2104
1712-11-21,571
1712-11-22,565
1712-11-23,421
1712-11-24,1180
1712-11-25,456
1712-11-26,1116
1712-11-29,798
1712-11-30,2232
1712-12-01,1352
1712-12-02,534
1712-12-03,1260
1712-12-04,1828
1712-12-05,812
1712-12-06,980
1712-12-07,1360
1712-12-09,1142
1712-12-10,1114
1712-12-11,2330
1712-12-12,940
1712-12-13,806
1712-12-14,1236
1712-12-15,1546
1712-12-16,666
1712-12-17,1370
1712-12-18,1004
1712-12-19,1198
1712-12-20,946
1712-12-21,2438
1712-12-22,720
1712-12-23,2104
1712-12-26,2432
1712-12-27,621
1712-12-28,1566
1712-12-29,508
1712-12-30,360
1712-12-31,672
1713-01-01,1336
1713-01-02,672
1713-01-03,1288
1713-01-04,826
1713-01-05,953
1713-01-06,2156
1713-01-07,703
1713-01-08,1079
1713-01-09,539
1713-01-10,558
1713-01-11,465
1713-01-12,1114
1713-01-13,273
1713-01-14,1002
1713-01-15,1560
1713-01-16,962
1713-01-17,456
1713-01-18,1804
1713-01-19,299
1713-01-20,950
1713-01-21,1266
1713-01-22,1076
1713-01-23,2312
1713-01-24,485
1713-01-25,1620
1713-01-26,716
1713-01-27,1008
1713-01-28,1308
1713-01-29,1006
1713-01-30,1382
1713-01-31,501
1713-02-01,1650
1713-02-03,690
1713-02-04,514
1713-02-05,1150
1713-02-06,416
1713-02-07,1412
1713-02-08,766
1713-02-09,594
1713-02-10,486
1713-02-11,892
1713-02-12,1412
1713-02-13,646
1713-02-14,682
1713-02-15,702
1713-02-16,828
1713-02-17,1006
1713-02-19,2134
1713-02-20,846
1713-02-21,1194
1713-02-22,1416
1713-02-23,1226
1713-02-24,2090
1713-02-25,1160
1713-02-26,1081
1713-02-27,4632
1713-02-28,710
1713-03-01,934
1713-03-02,1036
1713-03-03,374
1713-03-04,600
1713-03-05,1033
1713-03-06,412
1713-03-07,342
1713-03-08,698
1713-03-09,212
1713-03-10,671
1713-03-11,566
1713-03-12,1021
1713-03-13,596
1713-03-14,791
1713-03-15,810
1713-03-16,559
1713-03-17,1104
1713-03-18,1592
1713-03-19,1205
1713-03-20,1234
1713-03-21,992
1713-03-22,1408
1713-03-23,767
1713-03-24,930
1713-03-26,1976
1713-03-27,640
1713-03-28,1194
1713-03-29,753
1713-03-30,1166
1713-03-31,599
1713-04-01,1672
1713-04-24,1924
1713-04-25,410
1713-04-26,1060
1713-04-27,840
1713-04-28,722
1713-04-29,1038
1713-04-30,1374
1713-05-01,2546
1713-05-02,1354
1713-05-03,586
1713-05-04,932
1713-05-05,1104
1713-05-06,856
1713-05-07,1488
1713-05-09,976
1713-05-10,324
1713-05-11,1740
1713-05-14,538
1713-05-15,296
1713-05-16,886
1713-05-17,430
1713-05-18,1122
1713-05-19,350
1713-05-20,234
1713-05-21,254
1713-05-22,159
1713-05-23,116
1713-05-24,1848
1713-05-27,1676
1713-05-28,872
1713-05-29,1534
1713-05-30,223
1713-05-31,2136
1713-06-01,425
1713-06-02,178
1713-06-03,185
1713-06-05,580
1713-06-06,392
1713-06-07,544
1713-06-08,303
1713-06-09,358
1713-06-10,1640
1713-06-11,185
1713-06-12,1528
1713-06-13,288
1713-06-14,1326
1713-06-16,1094
1713-06-17,327
1713-06-18,2244
1713-06-19,1316
1713-06-20,1488
1713-06-21,460
1713-06-22,756
1713-06-23,302
1713-06-24,1342
1713-06-26,228
1713-06-27,354
1713-06-28,820
1713-06-29,996
1713-06-30,138
1713-07-01,0
1713-07-02,570
1713-07-03,360
1713-07-04,638
1713-07-05,107
1713-07-06,138
1713-07-07,167
1713-07-08,284
1713-07-09,1570
1713-07-10,155
1713-07-12,311
1713-07-13,1076
1713-07-15,1214
1713-07-16,2120
1713-07-17,746
1713-07-18,1226
1713-07-19,926
1713-07-20,1264
1713-07-21,1078
1713-07-22,1314
1713-07-23,1914
1713-07-24,576
1713-07-25,816
1713-07-26,386
1713-07-27,720
1713-07-28,454
1713-07-29,846
1713-07-31,378
1713-08-01,462
1713-08-04,692
1713-08-05,704
1713-08-06,892
1713-08-07,522
1713-08-08,146
1713-08-09,462
1713-08-10,1017
1713-08-11,296
1713-08-12,319
1713-08-13,1160
1713-08-14,192
1713-08-16,348
1713-08-17,352
1713-08-18,273
1713-08-20,941
1713-08-21,208
1713-08-22,300
1713-08-23,129
1713-08-24,277
1713-08-25,332
1713-08-26,140
1713-08-27,162
1713-08-28,88
1713-08-29,180
1713-08-30,416
1713-08-31,218
1713-09-01,214
1713-09-02,150
1713-09-03,281
1713-09-04,326
1713-09-05,197
1713-09-06,306
1713-09-07,291
1713-09-10,303
1713-09-11,536
1713-09-12,211
1713-09-13,684
1713-09-14,306
1713-09-15,326
1713-09-16,200
1713-09-17,408
1713-09-18,186
1713-09-19,368
1713-09-20,177
1713-09-21,1600
1713-09-22,90
1713-09-23,348
1713-09-24,451
1713-09-25,224
1713-09-26,222
1713-09-27,216
1713-09-28,178
1713-09-29,740
1713-09-30,166
1713-10-01,558
1713-10-02,392
1713-10-03,321
1713-10-04,654
1713-10-05,796
1713-10-06,228
